Id,Region,Product,Year,Sales,Profit,Quantity
1651,Northeast,SSD,2022,9672.49,1902.15,72
1652,Northwest,Laptop,2024,9638.45,1851.47,58
1653,East,GPU,2022,7491.82,1403.3,99
1654,Southeast,CPU,2022,3980.13,753.3,71
1655,North,Modem,2024,6047.59,958.34,54
1656,South,Speaker,2024,2060.41,425.57,62
1657,North,Monitor,2024,30869.87,4794.15,23
1658,Southeast,Tablet,2024,20375.51,4880.04,50
1659,East,Scanner,2022,8246.79,1242.34,82
1660,West,Monitor,2020,6768.1,1610.74,43
1661,South,Camera,2021,8747.58,2040.57,76
1662,Southwest,Mouse,2020,3184.25,790.55,110
1663,Southeast,Printer,2024,20509.57,4342.2,75
1664,East,Laptop,2021,14482.23,3124.49,20
1665,Southeast,RAM,2021,4626.29,827.85,32
1666,Northwest,Webcam,2022,3849.8,885.4,79
1667,Southwest,Switch,2021,1087.7,176.22,69
1668,North,CPU,2022,4372.86,1046.52,99
1669,Northwest,Mouse,2022,2013.34,447.58,120
1670,North,Phone,2022,27208.08,5450.34,32
1671,Southeast,Router,2024,1290.46,213.11,92
1672,Northeast,Modem,2021,3396.4,733.09,70
1673,South,HardDrive,2023,11606.12,1950.26,84
1674,Southeast,Printer,2021,15254.38,3174.02,94
1675,Southwest,Keyboard,2020,1310.01,217.35,74
1676,South,HardDrive,2023,9364.43,2323.62,50
1677,South,Phone,2023,22079.84,3448.71,26
1678,South,Mouse,2020,5212.62,1098.06,57
1679,East,Speaker,2020,6957.32,1136.28,93
1680,Southeast,Headphones,2021,2906.41,633.26,107
1681,West,Phone,2023,23268.78,3937.77,47
1682,North,Monitor,2021,11470.33,2745.18,33
1683,Southwest,CPU,2024,3770.35,822.83,87
1684,Northwest,Headphones,2021,5945.8,1189.67,141
1685,Southeast,Tablet,2020,20775.24,3897.68,14
1686,South,Tablet,2024,16532.83,3304.44,13
1687,Southeast,Speaker,2020,2966.54,530.98,52
1688,Southwest,Webcam,2020,2500.37,393.75,93
1689,West,SSD,2024,10001.97,2119.06,89
1690,South,CPU,2023,8010.44,1227.42,73
1691,Central,Headphones,2022,8076.68,1376.45,134
1692,North,Camera,2023,9318.51,1923.21,98
1693,North,Webcam,2020,5377.35,1135.93,30
1694,Southeast,HardDrive,2021,7558.34,1212.4,83
1695,Southeast,Camera,2022,18053.39,4118.96,49
1696,North,Mouse,2020,9217.95,1563.52,147
1697,North,RAM,2023,1680.19,315.41,36
1698,Southwest,Switch,2024,1776.19,287.39,98
1699,Northeast,Webcam,2021,3546.95,552.59,49
1700,South,CPU,2020,6881.76,1550.16,88
1701,North,Laptop,2021,11000.42,1789.46,21
1702,Central,Mouse,2022,4715.95,1127.31,124
1703,East,GPU,2023,11897.75,2565.86,29
1704,Central,RAM,2021,6272.27,1451.04,48
1705,Northwest,Scanner,2022,7135.43,1690.36,51
1706,Southeast,Printer,2022,21627.46,3360.9,72
1707,Northwest,Printer,2020,12529.08,2933.59,86
1708,West,Scanner,2024,2281.18,507.54,38
1709,North,Camera,2023,25641.82,3900.86,24
1710,Central,Printer,2024,20403.53,5029.67,27
1711,Central,GPU,2023,12268.4,2309.63,76
1712,North,Camera,2021,19814.77,3826.4,26
1713,Central,Mouse,2024,8479.32,1293.94,136
1714,Central,CPU,2021,4027.92,938.2,75
1715,Southwest,Mouse,2020,5069.71,1126.13,123
1716,Southeast,Modem,2023,5779.71,1311.42,53
1717,East,Router,2023,8513.85,1479.9,21
1718,Central,Printer,2020,16542.54,2970.75,93
1719,Southwest,Mouse,2024,2949.02,636.76,53
1720,South,Scanner,2024,6389.25,1127.39,42
1721,Northwest,Modem,2020,3694.65,567.87,65
1722,Northwest,RAM,2021,3554.0,866.76,55
1723,Southeast,Speaker,2020,3934.96,891.65,55
1724,Central,HardDrive,2021,8246.53,1358.12,99
1725,North,Camera,2020,7117.82,1428.35,76
1726,Northeast,Mouse,2024,5971.02,1463.92,116
1727,Central,Laptop,2022,31973.35,6716.25,32
1728,South,Keyboard,2024,4328.88,682.86,102
1729,Northeast,CPU,2022,13092.26,2804.21,56
1730,East,Laptop,2022,31694.44,5815.88,36
1731,Northeast,HardDrive,2022,10674.48,1994.32,57
1732,East,CPU,2020,5132.05,1184.49,85
1733,Southeast,CPU,2022,5957.01,1240.66,39
1734,Southwest,Keyboard,2020,2752.75,687.59,190
1735,Southwest,RAM,2020,8447.73,1941.46,97
1736,Northwest,SSD,2024,9152.21,1551.32,93
1737,Central,Camera,2022,16333.32,4046.54,49
1738,Northwest,Speaker,2020,5824.44,1300.48,72
1739,Northeast,Keyboard,2022,5320.92,1284.81,173
1740,West,Modem,2023,2797.85,651.0,36
1741,Southeast,Camera,2023,24155.46,5086.04,56
1742,Northeast,Speaker,2020,1537.89,308.35,38
1743,Northwest,Headphones,2021,3797.16,615.44,117
1744,Southeast,HardDrive,2020,5378.45,1255.25,23
1745,East,Keyboard,2021,6053.21,1464.04,158
1746,Northeast,Tablet,2023,22900.43,4106.94,31
1747,Northeast,CPU,2024,10905.21,2423.33,29
1748,Northeast,Modem,2023,5765.69,1346.18,57
1749,Northwest,Tablet,2021,29364.19,7154.94,15
1750,East,Laptop,2024,27733.73,5961.1,34
1751,Northeast,Modem,2021,5253.6,934.77,32
1752,West,Scanner,2023,3090.16,623.49,87
1753,Southeast,Switch,2022,3335.06,752.82,38
1754,North,Headphones,2023,6069.48,1444.28,130
1755,South,Webcam,2022,2204.19,390.99,76
1756,West,Phone,2022,14804.66,3336.18,24
1757,Central,Tablet,2020,17886.56,3592.87,20
1758,North,GPU,2020,14302.62,2424.48,82
1759,North,Webcam,2021,4261.9,882.71,76
1760,Southeast,Tablet,2023,18995.84,4209.95,17
1761,Northwest,Switch,2023,2605.39,426.45,55
1762,South,Webcam,2020,8076.36,1798.9,61
1763,East,SSD,2022,7794.12,1742.39,29
1764,Northeast,Mouse,2023,1967.23,451.32,131
1765,West,RAM,2020,6123.79,1069.16,95
1766,Southwest,Camera,2021,12884.65,2556.97,43
1767,Northwest,Scanner,2021,2600.87,413.2,86
1768,West,Laptop,2023,9665.3,2040.55,55
1769,East,Mouse,2023,6495.15,1221.28,199
1770,West,Webcam,2023,5329.4,895.37,58
1771,West,Scanner,2023,5210.7,985.97,65
1772,Southeast,HardDrive,2022,3965.68,976.71,56
1773,Southwest,Modem,2022,3022.14,488.32,79
1774,Northeast,Monitor,2022,21284.86,4839.5,40
1775,Northwest,GPU,2023,12411.86,2222.88,84
1776,West,Switch,2020,5782.81,1018.7,60
1777,Southwest,Router,2023,4122.58,994.52,54
1778,Northwest,Camera,2022,5797.13,1107.14,93
1779,East,RAM,2021,8032.91,1966.36,98
1780,Northeast,Tablet,2024,20703.1,4600.7,34
1781,South,Speaker,2022,8226.1,1286.12,26
1782,Southeast,Headphones,2022,4629.44,767.09,187
1783,Southwest,Camera,2022,11041.04,2022.17,47
1784,Southeast,Camera,2020,6513.63,1468.9,87
1785,South,SSD,2023,9988.43,1781.03,23
1786,West,Camera,2020,14274.82,3301.76,68
1787,Southwest,Tablet,2022,8873.13,1778.63,55
1788,Southwest,Laptop,2020,25272.64,4174.65,57
1789,Southwest,Headphones,2024,3683.03,709.04,55
1790,Central,Printer,2023,13036.05,3218.94,93
1791,Northwest,Router,2022,3740.54,922.75,91
1792,Central,HardDrive,2022,17514.39,3055.59,22
1793,Northwest,Router,2022,6986.89,1123.7,48
1794,North,Router,2021,5473.02,1129.17,59
1795,Northeast,Tablet,2020,10771.96,1839.51,41
1796,West,Keyboard,2021,4237.24,836.23,195
1797,West,Mouse,2023,2829.78,634.02,88
1798,North,Speaker,2024,6974.44,1050.05,46
1799,Southeast,HardDrive,2024,10001.01,2152.23,61
1800,Northwest,HardDrive,2024,12785.28,3187.06,30
1801,South,Switch,2020,3824.98,578.96,86
1802,South,Phone,2021,22451.12,3622.86,37
1803,Northwest,Phone,2024,17650.84,4190.69,36
1804,Southwest,Laptop,2022,11029.99,1979.03,53
1805,Central,SSD,2022,16711.22,3448.88,41
1806,East,Scanner,2024,6355.41,1343.53,67
1807,Southeast,GPU,2022,10078.71,2455.38,37
1808,East,SSD,2023,3145.17,528.15,80
1809,South,Laptop,2022,13579.93,2164.43,39
1810,Northeast,Monitor,2020,26787.58,4437.24,32
1811,Southeast,Camera,2022,5890.02,1045.23,74
1812,Central,Webcam,2024,8598.7,1508.86,89
1813,West,Keyboard,2024,1867.85,320.61,95
1814,Central,CPU,2020,6391.34,1334.08,69
1815,Northeast,CPU,2024,11399.97,2630.31,98
1816,Northwest,Headphones,2021,1056.74,263.03,73
1817,East,Tablet,2021,27409.02,4997.59,13
1818,East,SSD,2023,10960.44,2002.57,84
1819,South,Camera,2024,18120.95,3416.76,80
1820,Northeast,Scanner,2024,3449.3,822.07,47
1821,East,Printer,2021,20644.05,4108.36,52
1822,South,RAM,2023,6369.24,971.5,66
1823,Northwest,Webcam,2023,2709.99,643.97,44
1824,Southwest,Webcam,2021,7826.65,1327.27,66
1825,Southeast,Headphones,2020,5181.87,826.05,144
1826,Central,SSD,2020,14941.75,3208.32,81
1827,Southwest,Mouse,2022,3205.69,792.17,57
1828,Northwest,GPU,2023,9401.56,2115.29,89
1829,South,Mouse,2022,1339.67,296.51,95
1830,East,Keyboard,2023,9036.1,1406.06,65
1831,Northeast,Monitor,2024,18716.1,3170.85,49
1832,North,Speaker,2022,7721.47,1919.77,66
1833,Southeast,Laptop,2023,22753.61,4936.72,14
1834,West,SSD,2021,13149.7,2199.4,25
1835,Central,GPU,2021,17155.21,2870.01,20
1836,Central,Printer,2024,18528.35,3643.14,31
1837,Northwest,Keyboard,2020,1488.12,236.08,131
1838,North,Phone,2020,14886.97,2918.37,56
1839,West,Scanner,2021,7312.51,1193.94,26
1840,Southwest,Scanner,2021,2766.39,502.25,48
1841,West,Printer,2021,11816.14,2078.88,76
1842,Central,Keyboard,2023,4752.32,878.64,183
1843,Northwest,Phone,2020,22138.06,4511.62,23
1844,Southwest,Webcam,2022,2436.26,601.39,90
1845,Central,Keyboard,2024,8377.63,1439.49,116
1846,North,Monitor,2024,36261.86,7162.48,39
1847,Northeast,Webcam,2024,4084.73,980.86,61
1848,South,Webcam,2020,2360.77,433.13,32
1849,East,Webcam,2022,2426.44,409.14,22
1850,Northwest,GPU,2023,12378.75,2395.25,71
1851,Northwest,Camera,2022,16889.29,3348.4,71
1852,Central,Mouse,2021,9331.68,2264.69,77
1853,Southwest,Switch,2022,5272.89,805.99,85
1854,East,Scanner,2024,7941.68,1348.86,92
1855,East,Tablet,2022,11627.49,2103.73,59
1856,East,Webcam,2023,4029.16,604.71,38
1857,West,Phone,2022,12425.15,2157.23,23
1858,Southwest,Keyboard,2021,2274.25,533.46,145
1859,North,HardDrive,2021,9684.49,1985.15,70
1860,West,HardDrive,2023,10718.71,2425.7,32
1861,Southwest,Tablet,2022,11384.57,2080.09,28
1862,Southwest,GPU,2023,9652.59,1919.23,95
1863,North,Camera,2024,13584.92,2539.2,63
1864,Southeast,Laptop,2024,28337.79,6842.4,51
1865,West,Tablet,2023,11515.15,2074.96,15
1866,Northeast,Router,2021,3792.52,686.86,81
1867,North,Printer,2023,12326.13,2689.98,33
1868,Northwest,Keyboard,2022,6751.08,1455.44,153
1869,North,Phone,2022,11199.28,2109.93,39
1870,North,HardDrive,2023,12443.63,2243.53,53
1871,South,GPU,2023,11357.99,2241.55,62
1872,Southeast,Webcam,2020,6346.05,1221.02,69
1873,South,Tablet,2020,22559.23,4980.1,26
1874,West,SSD,2024,15841.05,3065.07,79
1875,Central,Mouse,2020,5972.17,925.73,144
1876,Central,Switch,2022,7568.61,1755.29,89
1877,Central,Phone,2022,19755.88,3846.02,29
1878,North,GPU,2020,11034.21,2241.34,70
1879,West,Phone,2020,18663.22,4155.9,50
1880,Northwest,Switch,2022,4179.57,914.9,51
1881,Southeast,CPU,2023,3016.15,564.86,38
1882,South,Router,2024,6411.84,1556.44,58
1883,Southwest,Router,2020,2719.28,477.74,30
1884,Southwest,Monitor,2021,23456.56,4229.69,42
1885,Southeast,Camera,2020,16778.68,2877.89,75
1886,Central,Phone,2022,26456.96,5568.19,21
1887,Central,Printer,2020,20936.06,4777.71,36
1888,Central,Printer,2023,30985.81,6615.03,32
1889,West,Camera,2020,13545.74,2860.03,97
1890,Northwest,CPU,2023,13112.83,2676.93,80
1891,Southeast,Laptop,2022,17165.31,3986.86,19
1892,Northwest,HardDrive,2021,11829.2,2570.47,52
1893,Southwest,Mouse,2024,1625.61,335.09,138
1894,South,Headphones,2024,3988.63,897.78,165
1895,Northwest,Laptop,2021,27776.82,5900.53,46
1896,Southwest,Switch,2020,7813.31,1606.76,82
1897,West,Router,2024,1898.31,464.86,35
1898,South,Router,2021,3270.75,677.29,42
1899,East,Router,2024,4370.37,750.72,96
1900,Central,Speaker,2022,6909.51,1647.75,60
1901,Southeast,RAM,2024,3654.04,695.72,79
1902,Central,Modem,2021,2896.93,435.51,62
1903,Northwest,Phone,2020,17105.25,3280.96,36
1904,Southwest,Headphones,2020,5263.39,1110.42,178
1905,South,GPU,2024,15334.38,2335.17,98
1906,West,Phone,2024,20571.64,5043.85,11
1907,Southwest,RAM,2024,2723.19,452.43,67
1908,West,Phone,2023,10354.65,1856.57,11
1909,West,CPU,2023,9191.99,1933.3,50
1910,East,Modem,2024,5837.15,1228.14,62
1911,East,Camera,2023,6574.25,1007.39,72
1912,Southeast,HardDrive,2023,4296.96,1056.01,88
1913,South,GPU,2024,13343.68,2643.13,27
1914,Central,Router,2020,4691.23,1138.74,100
1915,Northwest,Switch,2020,1559.33,274.83,94
1916,South,Phone,2022,20325.59,3337.36,25
1917,Northwest,Headphones,2022,1613.72,354.0,167
1918,Northwest,Camera,2022,14413.78,2803.01,77
1919,Central,CPU,2022,14103.97,2313.08,86
1920,Central,Laptop,2021,24438.49,5410.2,29
1921,East,CPU,2022,12015.89,2611.39,39
1922,East,Tablet,2024,20351.99,3576.47,24
1923,North,Headphones,2024,3932.39,594.6,143
1924,Southeast,SSD,2023,10657.61,1780.26,64
1925,East,CPU,2024,8613.5,1617.6,82
1926,East,SSD,2023,6138.46,1153.95,28
1927,Northeast,Camera,2022,10202.83,1814.39,35
1928,West,Webcam,2023,4623.06,988.7,21
1929,Southeast,Camera,2021,16900.71,3208.58,32
1930,Northeast,SSD,2020,7193.69,1463.74,88
1931,South,Mouse,2023,5962.94,1040.35,96
1932,West,Camera,2023,8781.72,1852.19,90
1933,Central,Keyboard,2021,8871.83,1387.26,83
1934,Southeast,Scanner,2020,2345.21,489.14,94
1935,Northwest,Modem,2020,5746.13,891.27,29
1936,West,HardDrive,2020,8448.16,1433.99,89
1937,West,GPU,2023,7682.9,1599.36,34
1938,Northwest,Headphones,2024,7527.65,1697.89,50
1939,Central,Switch,2024,3855.64,646.41,84
1940,Northwest,SSD,2022,12077.6,2859.08,51
1941,Northeast,Printer,2024,19177.5,3720.52,43
1942,Northwest,Laptop,2022,23242.69,3865.56,14
1943,Southwest,Scanner,2020,4179.64,914.07,43
1944,West,Monitor,2021,13369.91,2413.78,59
1945,Southeast,HardDrive,2020,12654.28,2669.45,93
1946,East,Speaker,2021,2906.15,664.29,40
1947,East,Speaker,2024,5349.81,1224.44,54
1948,West,Printer,2023,13621.18,2460.3,65
1949,Northeast,Modem,2022,4344.93,983.13,20
1950,Southwest,Mouse,2023,3871.6,634.92,166
1951,Central,Laptop,2021,18282.82,3210.33,33
1952,North,Speaker,2023,8798.9,1810.87,45
1953,West,GPU,2024,10791.16,1733.96,51
1954,East,Speaker,2023,7446.01,1825.8,25
1955,Southwest,HardDrive,2021,8318.14,1735.26,27
1956,South,Mouse,2022,3461.12,670.81,122
1957,South,HardDrive,2021,4200.9,955.81,72
1958,East,Tablet,2024,19077.05,3933.38,38
1959,West,Speaker,2024,5634.94,992.15,87
1960,Central,Laptop,2021,13031.96,2866.06,57
1961,Northeast,Webcam,2023,7586.54,1277.68,79
1962,West,Modem,2022,3204.95,792.08,53
1963,Central,GPU,2020,5954.09,1137.69,70
1964,Northwest,Mouse,2024,1603.32,322.63,54
1965,Southwest,Mouse,2024,6770.93,1380.46,122
1966,Northeast,Keyboard,2020,4659.63,959.09,78
1967,Southeast,Phone,2024,7654.93,1506.83,51
1968,West,Keyboard,2023,6798.67,1326.62,88
1969,Northeast,Keyboard,2021,6133.98,1198.61,160
1970,North,Router,2024,3750.93,873.3,22
1971,North,Camera,2022,21467.36,5056.8,94
1972,Northeast,RAM,2023,6351.59,1441.77,93
1973,Northeast,CPU,2021,6288.38,1072.89,43
1974,South,Laptop,2024,32805.97,5050.32,18
1975,Southeast,Webcam,2020,3907.22,948.85,46
1976,West,Scanner,2021,4910.42,850.97,47
1977,Northeast,Laptop,2021,18752.32,4590.59,11
1978,Northwest,Headphones,2023,1310.46,248.88,102
1979,Southwest,CPU,2020,4931.39,989.58,94
1980,Southeast,Monitor,2021,12432.08,2472.88,48
1981,Northeast,Speaker,2023,2212.98,352.04,84
1982,Northeast,HardDrive,2022,9448.83,1849.09,20
1983,Southwest,Switch,2023,1648.75,403.24,28
1984,Southwest,Scanner,2021,5566.06,1193.13,69
1985,Northwest,Laptop,2022,31233.45,4826.72,25
1986,East,CPU,2020,5379.27,882.32,80
1987,North,Mouse,2024,8648.1,1937.04,125
1988,Northeast,GPU,2023,5165.81,865.09,86
1989,East,Phone,2022,9751.14,1491.91,23
1990,Central,Router,2022,9099.76,1657.13,23
1991,Northeast,Laptop,2023,9307.85,1530.53,36
1992,North,RAM,2023,8837.96,1789.87,40
1993,South,Laptop,2022,14190.07,3530.76,17
1994,Northwest,Modem,2023,5029.75,1185.47,20
1995,Central,HardDrive,2023,8113.61,1749.6,66
1996,South,HardDrive,2023,11850.87,2037.53,36
1997,East,Camera,2020,9039.65,1611.14,98
1998,South,Camera,2021,12623.54,2725.89,62
1999,Northwest,CPU,2024,11160.09,2660.1,36
2000,Northeast,Switch,2022,5412.32,1210.42,24
2001,Southwest,Mouse,2021,2004.31,427.85,110
2002,East,Router,2022,1173.43,232.79,64
2003,West,CPU,2023,11424.9,2231.5,53
2004,Southeast,Modem,2020,6276.69,1423.87,63
2005,Northeast,Phone,2022,16853.83,3349.45,45
2006,Northwest,Monitor,2022,21978.51,5015.4,37
2007,North,RAM,2021,2031.98,397.75,34
2008,South,RAM,2022,2363.49,427.09,75
2009,Southeast,Keyboard,2024,2293.57,559.92,180
2010,West,Tablet,2021,7347.03,1649.11,43
2011,East,CPU,2024,10605.37,2156.24,89
2012,West,SSD,2021,7743.05,1688.29,99
2013,West,Tablet,2024,25940.41,4415.57,13
2014,Southwest,Scanner,2023,5757.11,1378.11,79
2015,Northeast,Tablet,2022,6588.74,1455.02,52
2016,Central,Headphones,2024,7576.73,1181.38,155
2017,East,Tablet,2023,14965.39,3452.5,25
2018,Southwest,Phone,2023,17409.89,3044.25,32
2019,South,Camera,2022,11211.97,1820.23,94
2020,East,Headphones,2023,2386.22,539.43,52
2021,South,SSD,2022,10786.85,2296.03,80
2022,West,Modem,2022,6477.75,1452.9,78
2023,East,Keyboard,2022,3825.87,589.56,115
2024,South,Modem,2023,5505.51,1216.59,82
2025,Central,Camera,2024,9361.98,2089.37,96
2026,Northeast,Camera,2023,17761.97,3797.62,55
2027,Central,Printer,2024,18676.48,4363.38,65
2028,South,Laptop,2020,23260.2,4640.35,47
2029,Southwest,Printer,2020,20318.67,4749.31,68
2030,Southeast,Router,2020,4934.11,1153.7,32
2031,South,Monitor,2021,21286.33,4702.8,48
2032,Southwest,Router,2020,3822.42,741.64,78
2033,Southeast,Mouse,2023,7979.44,1790.89,160
2034,North,Headphones,2024,2739.98,670.19,75
2035,Central,Switch,2020,8305.92,1985.9,65
2036,Northeast,Webcam,2021,3049.8,472.05,78
2037,Central,Phone,2021,29221.97,5982.55,30
2038,Southwest,Webcam,2021,7522.66,1195.25,65
2039,Southeast,Camera,2022,12473.28,2771.49,71
2040,Northeast,GPU,2023,11534.39,2171.58,53
2041,Northwest,Webcam,2022,7079.04,1317.74,40
2042,East,Speaker,2020,1830.62,331.44,84
2043,Southeast,Scanner,2024,4615.89,977.86,29
2044,West,Keyboard,2020,6688.26,1589.75,153
2045,Central,Tablet,2022,29806.38,4867.48,34
2046,South,Scanner,2024,6754.24,1231.86,48
2047,Northwest,Mouse,2021,4646.46,1158.21,56
2048,Northwest,Camera,2021,13854.47,2688.26,47
2049,East,Laptop,2022,19011.0,4481.9,40
2050,Northwest,Switch,2024,6063.81,1026.14,43
2051,Southeast,CPU,2023,12912.73,3102.08,69
2052,Central,Webcam,2022,5321.95,1277.3,50
2053,Northeast,RAM,2022,1773.59,289.89,51
2054,Southeast,CPU,2021,5015.19,1145.58,84
2055,Northwest,RAM,2022,1936.36,407.43,64
2056,Southeast,Camera,2023,13434.93,2086.72,99
2057,Northwest,HardDrive,2024,8313.61,2074.9,22
2058,Southeast,Modem,2024,5170.83,955.36,38
2059,South,Webcam,2020,6769.71,1186.06,23
2060,Northwest,Switch,2021,3670.93,716.61,88
2061,Central,Speaker,2021,7139.88,1433.66,72
2062,East,RAM,2024,4143.94,1023.92,26
2063,Northeast,CPU,2020,4097.04,831.61,40
2064,West,Camera,2024,11427.65,1747.84,83
2065,South,Speaker,2020,2096.59,434.83,69
2066,Southwest,Router,2023,2249.62,378.61,59
2067,Northeast,Phone,2023,12592.88,2121.35,35
2068,West,Camera,2022,6919.5,1558.14,87
2069,Central,Laptop,2024,12957.54,2020.27,33
2070,South,Phone,2020,20188.49,3688.15,29
2071,North,CPU,2024,11626.18,2855.05,44
2072,Northwest,Phone,2024,13282.16,2121.12,53
2073,East,GPU,2022,11821.99,2294.29,42
2074,Southeast,Tablet,2023,8873.7,2161.01,60
2075,South,Scanner,2022,1890.88,317.75,86
2076,East,Monitor,2023,15490.38,3868.48,31
2077,Northwest,RAM,2023,6935.91,1121.11,90
2078,South,Speaker,2021,3764.95,926.32,82
2079,West,Router,2020,3217.21,798.62,81
2080,South,SSD,2020,15207.64,3667.88,92
2081,Southeast,SSD,2023,11866.86,2115.34,37
2082,Northwest,Headphones,2022,5688.0,1100.71,71
2083,Northwest,Laptop,2023,10235.72,2030.87,34
2084,Central,HardDrive,2022,17613.56,3571.24,25
2085,West,Keyboard,2022,5953.55,1233.14,94
2086,Northeast,Mouse,2024,1000.61,180.4,98
2087,Northeast,RAM,2020,8116.95,1926.72,85
2088,Southeast,Phone,2024,17225.44,2660.85,23
2089,South,Modem,2021,3135.13,493.14,46
2090,Northwest,Headphones,2024,6145.47,949.62,147
2091,West,Monitor,2022,8736.6,1886.75,31
2092,East,Router,2021,4753.99,904.19,39
2093,East,GPU,2021,14511.98,3456.67,74
2094,Central,Headphones,2022,5388.02,1032.28,155
2095,Southwest,Printer,2021,18393.95,2778.28,70
2096,North,Modem,2021,7959.7,1250.09,34
2097,South,Phone,2023,6856.0,1252.85,57
2098,Central,Router,2022,6241.25,1470.13,53
2099,South,Monitor,2023,17329.17,3560.71,41
2100,West,Tablet,2024,8625.16,1388.08,24
2101,North,Router,2021,2109.22,486.47,50
2102,Southwest,GPU,2022,10395.85,2018.9,25
2103,Southeast,Headphones,2021,6212.12,1285.16,89
2104,Northeast,Printer,2021,15460.79,3713.01,27
2105,Southwest,Router,2021,3226.19,556.59,100
2106,West,Speaker,2023,1281.11,201.06,51
2107,Southeast,Scanner,2024,1954.94,481.73,27
2108,South,Keyboard,2023,5559.06,1177.73,93
2109,Northeast,Webcam,2020,2328.24,508.56,20
2110,Southwest,Laptop,2024,10351.32,2348.4,17
2111,West,Mouse,2024,4496.49,966.23,171
2112,Southwest,Scanner,2024,3896.67,876.0,82
2113,Central,Webcam,2023,6323.14,1045.3,88
2114,Northeast,Camera,2021,14271.25,2389.51,69
2115,Central,Phone,2022,6745.57,1214.11,12
2116,Northwest,Switch,2024,6923.93,1317.09,100
2117,Northeast,Headphones,2023,4738.57,929.04,165
2118,Northwest,Router,2023,3585.53,776.4,37
2119,Southeast,Headphones,2021,2815.26,582.3,143
2120,Northwest,RAM,2023,4042.32,692.66,38
2121,Northwest,Monitor,2024,27483.26,6608.83,59
2122,Southwest,Mouse,2021,2504.73,598.61,148
2123,Southeast,Switch,2021,3735.49,637.44,92
2124,East,Printer,2024,11040.6,2291.0,45
2125,East,Switch,2022,4710.81,1054.5,82
2126,Northeast,GPU,2024,11933.82,2835.38,32
2127,South,Keyboard,2020,1259.55,298.45,134
2128,South,Speaker,2022,2990.75,735.11,59
2129,South,Webcam,2024,3852.92,897.06,80
2130,Northeast,Phone,2022,12403.6,2557.48,19
2131,East,Switch,2020,6287.65,1200.74,91
2132,Southeast,HardDrive,2022,15082.11,2638.45,34
2133,East,Modem,2020,6555.94,1560.47,80
2134,Southwest,HardDrive,2021,3245.69,807.45,66
2135,Northwest,CPU,2024,5585.58,848.93,82
2136,Northeast,Speaker,2020,3307.29,540.72,58
